,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,totalSeasons
801,"Jorge Román, Mimí Ardú, Darío Levy, Hugo Anganuzzi",8 wins & 11 nominations.,N/A,"Argentina, Chile, France, Netherlands",N/A,Pablo Trapero,"Crime, Drama",Spanish,66,A young locksmith is forced to leave his home and family to join the Buenos Aires police force.,https://m.media-amazon.com/images/M/MV5BNTkwOTc3MDk1Ml5BMl5BanBnXkFtZTcwMjcxNzY5MQ@@._V1_SX300.jpg,Menemsha Entertainment,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",19 Sep 2002,True,105 min,El bonaerense,movie,http://www.elbonaerensefilm.com/,"Nicolas Gueilburt, Ricardo Ragendorfer, Dodi Shoeuer, Pablo Trapero, Daniel Valenzuela",2002,tt0315850,6.9,"1,645",
802,"Sam Spruell, Peter Stebbings, Christian Camargo, Roman Podhora",1 win & 2 nominations.,"$35,100,183","UK, Germany, Canada, USA",10 Dec 2002,Kathryn Bigelow,"Drama, History, Thriller, War","English, Russian",58,"When Russia's first nuclear submarine malfunctions on its maiden voyage, the crew must race to save the ship and prevent a nuclear disaster.",https://m.media-amazon.com/images/M/MV5BMWY2YjIwNDAtYjQwOC00YjY5LTk2MDUtMjY4ZDdiMjdlNjIzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Paramount Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",19 Jul 2002,True,138 min,K-19: The Widowmaker,movie,http://www.k19movie.com/,"Louis Nowra (story), Christopher Kyle (screenplay)",2002,tt0267626,6.7,"55,030",
803,"Reese Witherspoon, Josh Lucas, Patrick Dempsey, Candice Bergen",3 wins & 6 nominations.,"$127,214,072",USA,04 Feb 2003,Andy Tennant,"Comedy, Romance",English,45,"A young woman who's reinvented herself as a New York City socialite must return home to Alabama to obtain a divorce from her husband, after seven years of separation.",https://m.media-amazon.com/images/M/MV5BMjEwMjIwMDQ4OV5BMl5BanBnXkFtZTYwNzc3OTY3._V1_SX300.jpg,Buena Vista Distribution Compa,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",27 Sep 2002,True,108 min,Sweet Home Alabama,movie,http://www.sweet-home-alabama.com/,"Douglas J. Eboch (story), C. Jay Cox (screenplay)",2002,tt0256415,6.2,"94,467",
804,"Javier Bardem, Luis Tosar, José Ángel Egido, Nieve de Medina",45 wins & 19 nominations.,N/A,"Spain, France, Italy",18 Nov 2003,Fernando León de Aranoa,"Comedy, Drama",Spanish,64,"This is the story of those who live as if every day was a constant Sunday, those who spend their Mondays in the sun. The story of people who worked in a dockyard but are now unemployed.",https://ia.media-imdb.com/images/M/MV5BYTYzYTAxYTMtOGI3Ni00MTk0LWFjMzEtYzc2MjdlZWY2MzlhXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,Lions Gate Films,R,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",27 Sep 2002,True,113 min,Mondays in the Sun,movie,http://www.loslunesalsol.com/,"Fernando León de Aranoa, Ignacio del Moral (screenplay)",2002,tt0319769,7.7,"11,300",
805,"Dick Clark, Sam Rockwell, Michelle Sweeney, Drew Barrymore",7 wins & 12 nominations.,N/A,"USA, Germany, Canada",09 Sep 2003,George Clooney,"Biography, Comedy, Crime, Drama, Romance, Thriller","English, Spanish",67,"An adaptation of the cult memoir of game show impresario Chuck Barris, in which he purports to have been a CIA hitman.",https://m.media-amazon.com/images/M/MV5BYmFiMWVmMzUtZTUwMC00ZTVjLTgxMGItODEyNjFkMzNhN2ZhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Miramax Films,R,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",24 Jan 2003,True,113 min,Confessions of a Dangerous Mind,movie,http://www.miramax.com/confessions/index.html,"Chuck Barris (book), Charlie Kaufman (screenplay)",2002,tt0270288,7.1,"78,356",
806,"Tibor Szervét, Csaba Pindroch, Gyözö Szabó, Eszter Ónodi",1 win.,N/A,Hungary,N/A,Gábor Herendi,"Adventure, Comedy, Romance","Hungarian, English",N/A,"Tamás is a young, Budapest-based director of video clips and commercials who dreams of directing his first feature film with the title 'The Guilty City'. He has already written the script ...",https://m.media-amazon.com/images/M/MV5BMTI0OTUzOTc5N15BMl5BanBnXkFtZTcwMDk5NzQyMQ@@._V1_SX300.jpg,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",31 Jan 2002,True,115 min,A Kind of America,movie,N/A,"Gábor Herendi, Gyula Márton",2002,tt0303184,7.0,"4,192",
807,"Audrey Tautou, Samuel Le Bihan, Isabelle Carré, Sophie Guillemin",2 nominations.,"$365,899",France,12 Aug 2003,Laetitia Colombani,"Romance, Thriller",French,63,"A young woman who is in love with a married doctor becomes dangerous when her attempts to persuade him to leave his wife are unsuccessful. However, when things are seen from his point of view, the real situation becomes clear.",https://m.media-amazon.com/images/M/MV5BMjE0NzcwMjM4Ml5BMl5BanBnXkFtZTcwMjgyMjEyMQ@@._V1_SX300.jpg,Samuel Goldwyn Company,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",27 Mar 2002,True,92 min,He Loves Me... He Loves Me Not,movie,http://www.helovesmethemovie.com,"Laetitia Colombani, Caroline Thivel (collaborating writer)",2002,tt0291579,7.2,"17,540",
808,"Gérard Depardieu, Christian Clavier, Jamel Debbouze, Monica Bellucci",1 win & 4 nominations.,N/A,"France, Germany",N/A,Alain Chabat,"Adventure, Comedy, Family, Fantasy","French, Arabic, Cantonese, Latin, German",N/A,Astérix and Obélix go to Egypt to help architect Numérobis who is building a palace for Cleopatra.,https://m.media-amazon.com/images/M/MV5BM2Q3NmUzNjAtM2VjMS00MGU3LWE4YjEtZTM1NDM0YTdlOWRkXkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_SX300.jpg,Miramax Films,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}]",30 Jan 2002,True,107 min,Asterix and Obelix Meet Cleopatra,movie,N/A,"René Goscinny (comic book ""Astérix et Cléopatre""), Albert Uderzo (comic book ""Astérix et Cléopatre""), Alain Chabat (screenplay)",2002,tt0250223,6.6,"44,215",
809,"Nancy Travis, Matt Keeslar, Kimberly J. Brown, David Dukes",Nominated for 1 Primetime Emmy. Another 6 nominations.,,"USA, Canada",,N/A,"Horror, Mystery, Thriller",English,N/A,A group of people with psychic powers are invited to spend the night in a haunted house.,https://m.media-amazon.com/images/M/MV5BZGY3NjRkNDItNDVlNi00ZjliLWJkNGMtY2IwNjM1NjVmYTY3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",27 Jan 2002,True,254 min,Rose Red,series,,N/A,2002,tt0259153,6.8,"20,006",1
810,"Richard Gere, David Eigenberg, Bob Tracey, Ron Emanuel",1 win & 2 nominations.,"$35,228,696",USA,04 Jun 2002,Mark Pellington,"Drama, Horror, Mystery, Thriller",English,52,"A reporter is drawn to a small West Virginia town to investigate a series of strange events, including psychic visions and the appearance of bizarre entities.",https://m.media-amazon.com/images/M/MV5BMjVmNDNjYWYtNzk0Mi00ZTU4LTljNDYtNDczZDE4NGMzZmQwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Screen Gems,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",25 Jan 2002,True,119 min,The Mothman Prophecies,movie,http://www.spe.sony.com/movies/mothman,"Richard Hatem (screenplay), John A. Keel (novel)",2002,tt0265349,6.5,"70,625",
811,"Geraldine McEwan, Anne-Marie Duff, Nora-Jane Noone, Dorothy Duffy",Nominated for 1 BAFTA Film Award. Another 18 wins & 14 nominations.,N/A,"Ireland, UK",23 Mar 2004,Peter Mullan,Drama,"English, Latin",83,Three young Irish women struggle to maintain their spirits while they endure dehumanizing abuse as inmates of a Magdalene Sisters Asylum.,https://m.media-amazon.com/images/M/MV5BMTI2NzU1NTc1NF5BMl5BanBnXkFtZTcwOTQ1MjAwMQ@@._V1_SX300.jpg,Miramax Films,R,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",29 Aug 2003,True,114 min,The Magdalene Sisters,movie,http://www.miramax.com/the_magdalene_sisters/,Peter Mullan,2002,tt0318411,7.8,"24,567",
812,"Kari Matchett, Geraint Wyn Davies, Grace Lynn Kung, Matthew Ferguson",1 win & 1 nomination.,N/A,Canada,15 Apr 2003,Andrzej Sekula,"Drama, Mystery, Sci-Fi, Thriller",English,N/A,"Eight strangers awaken with no memory, in a puzzling cube-shaped room where the laws of physics do not always apply.",https://m.media-amazon.com/images/M/MV5BNWFmNDJhNTMtNmIzNy00MmI4LThlMDktOTdiM2ExMjI2MWE1XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,Ghost Logic,R,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}]",15 Apr 2003,True,94 min,Cube²: Hypercube,movie,N/A,"Sean Hood (story), Sean Hood (screenplay), Ernie Barbarash (screenplay), Lauren McLaughlin (screenplay)",2002,tt0285492,5.6,"57,762",
813,"Hitomi Kuroki, Rio Kanno, Mirei Oguchi, Asami Mizukawa",6 wins & 1 nomination.,N/A,Japan,21 Jun 2005,Hideo Nakata,"Drama, Horror, Mystery, Thriller",Japanese,N/A,A mother and her 6 year old daughter move into a creepy apartment whose every surface is permeated by water.,https://m.media-amazon.com/images/M/MV5BOTRmYzUxMWYtM2Q3Ni00ODQ0LTk4YmYtNDE4MDgzYzg4YWNlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Toho Company Ltd,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}]",19 Jan 2002,True,101 min,Dark Water,movie,N/A,"Kôji Suzuki (novel), Ken'ichi Suzuki (screenplay), Yoshihiro Nakamura (screenplay)",2002,tt0308379,6.7,"27,573",
814,"Jason Schwartzman, Mickey Rourke, Brittany Murphy, John Leguizamo",2 nominations.,"$237,676",USA,22 Jul 2003,Jonas Åkerlund,"Comedy, Crime, Drama",English,41,"A drug dealer introduces one of his customers, a 'speed freak', to the man who runs the meth lab. A crazy three-day adventure ensues.",https://m.media-amazon.com/images/M/MV5BMTg0Mzg2NTM5OF5BMl5BanBnXkFtZTYwNjI2MjE3._V1_SX300.jpg,Newmarket Films,R,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",07 Feb 2003,True,101 min,Spun,movie,http://www.spunthemovie.com,"Will De Los Santos (screenplay), Creighton Vero (screenplay)",2002,tt0283003,6.8,"35,041",
815,"Tyler Hoechlin, Rob Maxey, Liam Aiken, Jennifer Jason Leigh",Won 1 Oscar. Another 22 wins & 79 nominations.,"$104,054,514",USA,25 Feb 2003,Sam Mendes,"Crime, Drama, Thriller",English,72,"A mob enforcer's son witnesses a murder, forcing him and his father to take to the road, and his father down a path of redemption and revenge.",https://m.media-amazon.com/images/M/MV5BNjcxMmQ0MmItYTkzYy00MmUyLTlhOTQtMmJmNjE3MDMwYjdlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,DreamWorks SKG,R,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",12 Jul 2002,True,117 min,Road to Perdition,movie,http://www.roadtoperdition.com/,"Max Allan Collins (graphic novel), Richard Piers Rayner (graphic novel), David Self (screenplay)",2002,tt0257044,7.7,"226,373",
816,"Mike Myers, Beyoncé, Seth Green, Michael York",5 wins & 21 nominations.,"$213,079,163",USA,03 Dec 2002,Jay Roach,"Action, Adventure, Comedy, Crime","English, Japanese, German, French",62,"Upon learning that his father has been kidnapped, Austin Powers must travel to 1975 and defeat the aptly named villain Goldmember, who is working with Dr. Evil.",https://m.media-amazon.com/images/M/MV5BMTI3NTkzODI0MF5BMl5BanBnXkFtZTYwNjc5MTA3._V1_SX300.jpg,New Line Cinema,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",26 Jul 2002,True,94 min,Austin Powers in Goldmember,movie,http://www.austinpowers.com/,"Mike Myers, Michael McCullers, Mike Myers (characters created by)",2002,tt0295178,6.2,"182,120",
817,"Cathy Cavadini, Tara Strong, Elizabeth Daily, Roger Jackson",N/A,"$11,321,595",USA,05 Nov 2002,Craig McCracken,"Animation, Action, Adventure, Comedy, Family, Sci-Fi",English,65,The movie shows the origin of the Powerpuff Girls before the cartoon series. It explains why they were born and why they dedicated their lives to fighting crime and the forces of evil.,https://m.media-amazon.com/images/M/MV5BMjE4NTY0NjQ5OF5BMl5BanBnXkFtZTYwMTE3NTY3._V1_SX300.jpg,Warner Bros. Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",03 Jul 2002,True,73 min,The Powerpuff Girls Movie,movie,http://PowerpuffGirlsMovie.com,"Charlie Bean, Lauren Faust, Craig McCracken, Paul Rudish, Don Shank, Charlie Bean (story), Craig McCracken (story), Amy Keating Rogers (story), Paul Rudish (story), Don Shank (story), Lauren Faust (story), Craig McCracken (creator)",2002,tt0289408,6.5,"8,627",
818,"Wesley Snipes, Kris Kristofferson, Ron Perlman, Leonor Varela",6 wins & 10 nominations.,"$82,000,000","Germany, USA",03 Sep 2002,Guillermo del Toro,"Action, Horror, Sci-Fi, Thriller","English, Romanian, Czech",52,"Blade forms an uneasy alliance with the vampire council in order to combat the Reapers, who are feeding on vampires.",https://m.media-amazon.com/images/M/MV5BOWVjZTIzNDYtNTBlNC00NTJjLTkzOTEtOTE0MjlhYzI2YTcyXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,New Line Cinema,R,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",22 Mar 2002,True,117 min,Blade II,movie,http://www.blade2.com,"Marv Wolfman (character), Gene Colan (character), David S. Goyer",2002,tt0187738,6.7,"184,754",
819,"Angela Bettis, Patricia Clarkson, Rena Sofer, Kandyse McClure",2 nominations.,N/A,"USA, Canada",12 Aug 2003,David Carson,"Drama, Horror, Sci-Fi, Thriller",English,N/A,"Carrie White is a lonely and painfully shy teenage girl with telekinetic powers who is slowly pushed to the edge of insanity by frequent bullying from both her classmates and her domineering, religious mother.",https://m.media-amazon.com/images/M/MV5BMmIzYmFkZTUtNTRiMy00ZDk4LWJjNDUtMzQxMTI1MDlhYWUzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,MGM Home Entertainment,TV-14,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",04 Nov 2002,True,132 min,Carrie,movie,N/A,"Bryan Fuller (teleplay), Stephen King (novel)",2002,tt0319970,5.5,"8,746",
820,"Kelly Sheridan, Anjelica Huston, Cree Summer, Ian James Corlett",2 wins & 6 nominations.,N/A,USA,30 Sep 2002,Owen Hurley,"Animation, Family",English,N/A,Barbie is an artist who paints her way out of a castle to save her prince.,https://m.media-amazon.com/images/M/MV5BMDE4MjcyZDEtOTVjMi00MDM1LWFhZTItNGM4MDQ3OTc3NGY0XkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_SX300.jpg,F.H.E.,Unrated,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",01 Oct 2002,True,84 min,Barbie as Rapunzel,movie,N/A,"Elana Lesser, Cliff Ruby",2002,tt0313255,6.4,"4,219",
821,"Nick Cannon, Zoe Saldana, Orlando Jones, Leonard Roberts",12 nominations.,"$56,178,945",USA,15 Apr 2003,Charles Stone III,"Comedy, Drama, Romance, Music",English,63,A band director recruits a Harlem street drummer to play at a Southern university.,https://m.media-amazon.com/images/M/MV5BNzhhY2Y3NDktM2JiYi00YmY0LWEzOGQtMDc4Yzk3ZWIxOTVmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,20th Century Fox,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",13 Dec 2002,True,118 min,Drumline,movie,http://www.drumlinemovie.com,"Shawn Schepps (story), Tina Gordon (screenplay), Shawn Schepps (screenplay)",2002,tt0303933,5.7,"31,452",
822,"Kate Dollenmayer, Mark Herlehy, Christian Rudder, Jennifer L. Schaper",2 wins & 3 nominations.,N/A,USA,16 Aug 2005,Andrew Bujalski,"Comedy, Drama, Romance",English,78,"Marnie just graduated from college, drinks likes she's still in school, and is looking for a temporary job but a permanent boyfriend. She loves a guy who doesn't love her (?), ping-pongs ...",https://m.media-amazon.com/images/M/MV5BMjE1OTU5MjI1NF5BMl5BanBnXkFtZTcwNjkwMzgyMQ@@._V1_SX300.jpg,Goodbye Cruel Releasing,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",19 Apr 2007,True,89 min,Funny Ha Ha,movie,http://funnyhahafilm.com/,Andrew Bujalski,2002,tt0327753,6.4,"2,227",
823,"Leonardo DiCaprio, Daniel Day-Lewis, Cameron Diaz, Jim Broadbent",Nominated for 10 Oscars. Another 50 wins & 124 nominations.,"$77,605,296","USA, Italy",01 Jul 2003,Martin Scorsese,"Crime, Drama","English, Irish, Chinese, Latin",72,"In 1862, Amsterdam Vallon returns to the Five Points area of New York City seeking revenge against Bill the Butcher, his father's killer.",https://m.media-amazon.com/images/M/MV5BNDg3MmI1ZDYtMDZjYi00ZWRlLTk4NzEtZjY4Y2U0NjE5YmRiXkEyXkFqcGdeQXVyNzAxMjE1NDg@._V1_SX300.jpg,Miramax Films,R,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",20 Dec 2002,True,167 min,Gangs of New York,movie,http://www.gangsofnewyork.com/,"Jay Cocks (story), Jay Cocks (screenplay), Steven Zaillian (screenplay), Kenneth Lonergan (screenplay)",2002,tt0217505,7.5,"367,011",
824,"Christian Bale, Matthew McConaughey, Izabella Scorupco, Gerard Butler",1 win & 3 nominations.,"$42,929,971","USA, UK, Ireland",19 Nov 2002,Rob Bowman,"Action, Adventure, Fantasy, Sci-Fi, Thriller",English,39,"A brood of fire-breathing dragons emerges from the earth and begins setting everything ablaze, establishing dominance over the planet.",https://m.media-amazon.com/images/M/MV5BZTU1ZGE0NmUtZWZjYS00YTI2LTkyMDItNGJlNDM3NjhkMDEwXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,Buena Vista Distribution Compa,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",12 Jul 2002,True,101 min,Reign of Fire,movie,http://bventertainment.go.com/movies/reignoffire/index.html,"Gregg Chabot (story), Kevin Peterka (story), Gregg Chabot (screenplay), Kevin Peterka (screenplay), Matt Greenberg (screenplay)",2002,tt0253556,6.2,"118,929",
825,"Rob Schneider, Anna Faris, Matthew Lawrence, Eric Christian Olsen",4 nominations.,N/A,USA,25 Jan 2005,Tom Brady,"Comedy, Fantasy",English,29,"An attractive and popular teenager, who is mean-spirited toward others, finds herself in the body of an older man, and must find a way to get back to her original body.",https://m.media-amazon.com/images/M/MV5BMzY1NTAzNTA3Ml5BMl5BanBnXkFtZTYwMDA5Mzc3._V1_SX300.jpg,Buena Vista Distribution Compa,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",13 Dec 2002,True,104 min,The Hot Chick,movie,http://touchstonepictures.go.com/hotchick/index.html?CMP=IL10283,"Tom Brady, Rob Schneider",2002,tt0302640,5.5,"84,170",
826,"Naomi Watts, Martin Henderson, David Dorfman, Brian Cox",14 wins & 11 nominations.,"$128,579,698","USA, Japan",04 Mar 2003,Gore Verbinski,"Horror, Mystery",English,57,A journalist must investigate a mysterious videotape which seems to cause the death of anyone one week to the day after they view it.,https://m.media-amazon.com/images/M/MV5BNDA2NTg2NjE4Ml5BMl5BanBnXkFtZTYwMjYxMDg5._V1_SX300.jpg,DreamWorks SKG,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",18 Oct 2002,True,115 min,The Ring,movie,http://www.ring-themovie.com,"Ehren Kruger (screenplay), Kôji Suzuki (novel)",2002,tt0298130,7.1,"294,183",
827,"Walter Cronkite, F.W. de Klerk, Abdullah Ibrahim, Jesse Jackson",11 wins & 7 nominations.,N/A,"South Africa, USA",21 Oct 2003,Lee Hirsch,"Documentary, History, Music","English, Zulu",78,"Interviews, archival footage, and filmed performances highlight the role of music in the South African struggle against apartheid.",https://ia.media-imdb.com/images/M/MV5BNDcyODMwMzgyOV5BMl5BanBnXkFtZTcwNzgwNDQyMQ@@._V1_SX300.jpg,Artisan Entertainment,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",06 Nov 2003,True,108 min,Amandla! A Revolution in Four Part Harmony,movie,http://www.amandla.com,Lee Hirsch,2002,tt0303297,7.4,528,
