,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes
732,"Kinuyo Tanaka, Isuzu Yamada, Hideko Takamine, Mariko Okada",4 wins.,N/A,Japan,N/A,Mikio Naruse,Drama,Japanese,N/A,Otsuta is running the geisha house Tsuta in Tokyo. Her business is heavily in debt. Her daughter Katsuyo doesn't see any future in her mothers trade in the late days of Geisha. But Otsuta ...,https://images-na.ssl-images-amazon.com/images/M/MV5BNWVhMTg1MzYtYWMyZS00NzI0LWE4NzQtOWNlNjgwZjc2Yjc1XkEyXkFqcGdeQXVyMTIyNzY1NzM@._V1_SX300.jpg,Criterion Collection,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",29 Nov 1985,True,117 min,Flowing,movie,N/A,"Toshirô Ide, Aya Kôda (novel), Sumie Tanaka",1956,tt0049537,7.8,618
733,"William Holden, Deborah Kerr, Thelma Ritter, Dewey Martin",N/A,N/A,USA,N/A,George Seaton,"Drama, War","English, French",N/A,"In the Pacific during WWII, a Roman Catholic widow falls for a tough lieutenant colonel.",https://ia.media-imdb.com/images/M/MV5BNjQ1MDE4MDAtMWU3NS00YmFhLWEwZmItYTg0Y2UwODM4NmFiXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,N/A,NOT RATED,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",25 Sep 1956,True,111 min,The Proud and Profane,movie,N/A,"Lucy Herndon Crockett (novel), George Seaton (written for the screen by)",1956,tt0049640,6.2,353
734,"James Mason, Barbara Rush, Walter Matthau, Robert F. Simon",1 nomination.,N/A,USA,23 Mar 2010,Nicholas Ray,Drama,English,N/A,"A seriously ill schoolteacher becomes dependent on a ""miracle"" drug that begins to affect his sanity.",https://m.media-amazon.com/images/M/MV5BNjllNzJhNWYtMDlkMi00MzM0LWI1ZGItMjkwNGYxNTY0NWFhXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,N/A,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}]",26 Oct 1956,True,95 min,Bigger Than Life,movie,N/A,"Cyril Hume (story and screenplay), Richard Maibaum (story and screenplay), Burton Roueche (article)",1956,tt0049010,7.6,"6,040"
735,"François Leterrier, Charles Le Clainche, Maurice Beerblock, Roland Monod",Nominated for 1 BAFTA Film Award. Another 3 wins & 2 nominations.,N/A,France,25 May 2004,Robert Bresson,"Drama, Thriller, War","French, German",N/A,A captured French Resistance fighter during WWII engineers a daunting escape from a Nazi prison in France.,https://m.media-amazon.com/images/M/MV5BOWU2MDgzZGMtNjM5My00MjJlLTk0ZTYtZmE0ZTI3YmQ1ZGMzXkEyXkFqcGdeQXVyODQ0OTczOQ@@._V1_SX300.jpg,Criterion Collection,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",26 Aug 1957,True,101 min,A Man Escaped,movie,N/A,"André Devigny (memoir), Robert Bresson (scenario), Robert Bresson (dialogue)",1956,tt0049902,8.2,"15,742"
736,"Kevin McCarthy, Dana Wynter, Larry Gates, King Donovan",2 wins.,N/A,USA,26 Jun 1998,Don Siegel,"Drama, Horror, Sci-Fi",English,92,A small-town doctor learns that the population of his community is being replaced by emotionless alien duplicates.,https://m.media-amazon.com/images/M/MV5BYTExYjM3MDYtMzg4MC00MjU4LTljZjAtYzdlMTFmYTJmYTE4XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,Republic Pictures Home Video,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '92/100'}]",05 Feb 1956,True,80 min,Invasion of the Body Snatchers,movie,N/A,"Daniel Mainwaring (screenplay), Jack Finney (Collier's magazine serial)",1956,tt0049366,7.8,"40,157"
737,"Charlton Heston, Yul Brynner, Anne Baxter, Edward G. Robinson",Won 1 Oscar. Another 6 wins & 8 nominations.,N/A,USA,30 Mar 1999,Cecil B. DeMille,"Adventure, Drama",English,N/A,"The Egyptian Prince, Moses, learns of his true heritage as a Hebrew and his divine mission as the deliverer of his people.",https://m.media-amazon.com/images/M/MV5BODcxYjUxZDgtYTQ5Zi00YmQ1LWJmZmItODZkOTYyNDhiNWM3XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,Paramount Pictures,G,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}]",05 Oct 1956,True,220 min,The Ten Commandments,movie,N/A,"Dorothy Clarke Wilson (this work contains material from the book ""Prince of Egypt""), J.H. Ingraham (this work contains material from the book ""Pillar of Fire""), A.E. Southon (this work contains material from the book ""On Eagle's Wing""), Æneas MacKenzie (written for the screen by), Jesse Lasky Jr. (written for the screen by), Jack Gariss (written for the screen by), Fredric M. Frank (written for the screen by)",1956,tt0049833,7.9,"56,409"
738,"Danny Kaye, Glynis Johns, Basil Rathbone, Angela Lansbury",Nominated for 1 Golden Globe. Another 1 win.,N/A,USA,30 Mar 1999,"Melvin Frank, Norman Panama","Adventure, Comedy, Family, Musical",English,N/A,A hapless carnival performer masquerades as the court jester as part of a plot against an evil ruler who has overthrown the rightful king.,https://m.media-amazon.com/images/M/MV5BYjY4MjI3YjgtZGIzNi00NzlmLTliNjMtMDRkNGU3YjFmMmZjXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,Paramount Home Video,APPROVED,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}]",27 Jan 1956,True,101 min,The Court Jester,movie,N/A,"Norman Panama, Melvin Frank",1955,tt0049096,7.9,"10,230"
739,"Betsy Blair, José Suárez, Yves Massard, Luis Peña",7 wins & 1 nomination.,N/A,"Spain, France",N/A,Juan Antonio Bardem,Drama,Spanish,N/A,A couple of friends decide to have a good time and play a trick on an unmarried woman. Therefore one of them has to pretend to fall in love with her.,https://images-na.ssl-images-amazon.com/images/M/MV5BY2IzYTNjNGYtMjFjYy00MWJlLTljM2EtYzMwMGFjYzZkMTJkXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,Suevia Films,N/A,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}]",10 Mar 1958,True,99 min,Main Street,movie,N/A,"Carlos Arniches (play), Juan Antonio Bardem",1956,tt0049043,8.0,932
740,"Dirk Bogarde, Jon Whiteley, Michael Hordern, Cyril Cusack",1 nomination.,N/A,UK,N/A,Philip Leacock,Drama,English,N/A,"A rather undiplomatic British diplomat takes up his new post in Spain accompanied by his son Nicholas. The posting is something of a disappointment to the father, who was hoping for a ...",https://images-na.ssl-images-amazon.com/images/M/MV5BZTFiZWI5NjgtNDgyMy00MGQ0LWIwNjMtMTA3MWNmZjZiMWI0XkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_SX300.jpg,VCI Entertainment,NOT RATED,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",28 Jan 1957,True,91 min,The Spanish Gardener,movie,http://www.vcientertainment.com/Film-Categories/The-Spanish-Gardener,"John Bryan (screenplay), A.J. Cronin (novel), Lesley Storm (screenplay)",1956,tt0049787,6.9,608
741,"Walter Pidgeon, Anne Francis, Leslie Nielsen, Warren Stevens",Nominated for 1 Oscar. Another 1 win & 1 nomination.,N/A,USA,18 Apr 2000,Fred M. Wilcox,"Action, Adventure, Sci-Fi, Thriller",English,N/A,A starship crew goes to investigate the silence of a planet's colony only to find two survivors and a deadly secret that one of them has.,https://m.media-amazon.com/images/M/MV5BOTdmODZkNmQtYjU4Mi00MTcyLTg5YmEtNmVjMWU1M2Y5NzgyXkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_SX300.jpg,MGM Home Entertainment,G,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}]",22 Aug 1956,True,98 min,Forbidden Planet,movie,N/A,"Cyril Hume (screen play), Irving Block (based on a story by), Allen Adler (based on a story by)",1956,tt0049223,7.6,"40,682"
742,"Brigitte Bardot, Curd Jürgens, Jean-Louis Trintignant, Jane Marken",1 nomination.,N/A,"France, Italy",18 Jul 2000,Roger Vadim,"Drama, Romance","French, English",N/A,"In sunny St. Tropez, a young sexpot loves one brother but marries the other.",https://m.media-amazon.com/images/M/MV5BMTkyMDA4Mjc0Nl5BMl5BanBnXkFtZTgwMzgwODgxNDE@._V1_SX300.jpg,Criterion Collection,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}]",21 Oct 1957,True,90 min,...And God Created Woman,movie,N/A,"Roger Vadim (original scenario), Raoul Lévy (original scenario)",1956,tt0049189,6.3,"6,622"
743,"Kenji Sahara, Yumi Shirakawa, Akihiko Hirata, Akio Kobori",N/A,N/A,Japan,29 Mar 2005,Ishirô Honda,"Adventure, Drama, Horror, Sci-Fi","Japanese, Mandarin, Tagalog",N/A,A large mining accident sets loose prehistoric Insects and giant pterosaur's on Japan.,https://m.media-amazon.com/images/M/MV5BM2ZmMDE0MGYtZmMzNy00ZTYzLWIzN2QtNzdjODllYjEyMjExXkEyXkFqcGdeQXVyMzg2MzE2OTE@._V1_SX300.jpg,Entertainment Rights,Unrated,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}]",06 Aug 1957,True,74 min,Rodan,movie,N/A,"David Duncan (english version), Takeshi Kimura, Ken Kuronuma (story), Takeo Murata",1956,tt0049782,6.4,"3,719"
744,"Bing Crosby, Grace Kelly, Frank Sinatra, Celeste Holm",Nominated for 2 Oscars. Another 1 nomination.,N/A,USA,22 Apr 2003,Charles Walters,"Comedy, Musical, Romance",English,N/A,"A spoiled heiress must choose between three suitors: her jazz musician ex-husband, a stuffy businessman, and an undercover tabloid reporter.",https://m.media-amazon.com/images/M/MV5BZjk2OGU5MmUtZDg5Yi00NmFhLWI5MjEtNTZlZTA2N2JmMDVkXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,MGM Home Entertainment,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}]",17 Jul 1956,True,111 min,High Society,movie,N/A,"John Patrick (screenplay), Philip Barry (play)",1956,tt0049314,7.0,"12,378"
745,"James Stewart, Doris Day, Brenda de Banzie, Bernard Miles",Won 1 Oscar. Another 1 win & 4 nominations.,N/A,USA,06 Mar 2001,Alfred Hitchcock,"Drama, Thriller","English, Arabic, French",78,An American physician and his wife take matters into their own hands after assassins planning to execute a foreign Prime Minister kidnap their son.,https://m.media-amazon.com/images/M/MV5BNjQ2OWFhMjItYmFmNC00OGQzLWE1ZTMtZGQwZDM3YWUzMDgxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,MCA Universal Home Video,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",01 Jun 1956,True,120 min,The Man Who Knew Too Much,movie,N/A,"John Michael Hayes (screenplay), Charles Bennett (based on a story by), D.B. Wyndham-Lewis (based on a story by)",1956,tt0049470,7.5,"51,149"
746,"Spencer Tracy, Katharine Hepburn, Gig Young, Joan Blondell",N/A,N/A,USA,04 May 2004,Walter Lang,"Comedy, Romance",English,N/A,Two extremely strong personalities clash over the computerization of a television network's research department.,https://m.media-amazon.com/images/M/MV5BOTEzNWE4Y2YtMmJiNy00ZTBhLTlhMzItNDhmMTFiOGQxMjZjXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,Twentieth Century Fox Home Entertainment,Approved,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",02 Aug 1957,True,103 min,Desk Set,movie,N/A,"Phoebe Ephron (screenplay), Henry Ephron (screenplay), William Marchant (based on the play written by)",1957,tt0050307,7.3,"7,018"
747,"Giulietta Masina, François Périer, Franca Marzi, Dorian Gray",Won 1 Oscar. Another 15 wins & 6 nominations.,N/A,"Italy, France",07 Sep 1999,Federico Fellini,Drama,Italian,N/A,A waifish prostitute wanders the streets of Rome looking for true love but finds only heartbreak.,https://m.media-amazon.com/images/M/MV5BZjllMDcyY2YtZDc5Zi00NDRlLThkZmItMTJhOWZmYjM0NmQyXkEyXkFqcGdeQXVyNTc1NDM0NDU@._V1_SX300.jpg,Lopert Pictures Corporation,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}]",16 Oct 1957,True,110 min,The Nights of Cabiria,movie,N/A,"Federico Fellini (story), Ennio Flaiano (story), Tullio Pinelli (story), Federico Fellini (screenplay), Ennio Flaiano (screenplay), Tullio Pinelli (screenplay), Pier Paolo Pasolini (collaboration)",1957,tt0050783,8.1,"38,111"
748,"William Holden, Alec Guinness, Jack Hawkins, Sessue Hayakawa",Won 7 Oscars. Another 23 wins & 7 nominations.,N/A,"UK, USA",21 Nov 2000,David Lean,"Adventure, Drama, War","English, Japanese, Thai",87,"After settling his differences with a Japanese P.O.W. camp commander, a British Colonel co-operates to oversee his men's construction of a railway bridge for their captors, while oblivious to a plan by the Allies to destroy it.",https://m.media-amazon.com/images/M/MV5BNmMyNzI1MGEtNDkyZS00MmY2LWJlZmUtMjA1MzMwZjM3OWViXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,Columbia Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '87/100'}]",14 Dec 1957,True,161 min,The Bridge on the River Kwai,movie,N/A,"Pierre Boulle (novel), Carl Foreman (screenplay), Michael Wilson (screenplay)",1957,tt0050212,8.2,"184,434"
749,"Burt Lancaster, Tony Curtis, Susan Harrison, Martin Milner",Nominated for 1 BAFTA Film Award. Another 3 wins & 2 nominations.,N/A,USA,19 Jun 2001,Alexander Mackendrick,"Drama, Film-Noir",English,100,Powerful but unethical Broadway columnist J.J. Hunsecker coerces unscrupulous press agent Sidney Falco into breaking up his sister's romance with a jazz musician.,https://m.media-amazon.com/images/M/MV5BMjE5NTU3YWYtOWIxNi00YWZhLTg2NzktYzVjZWY5MDQ4NzVlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,United Artists,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '100/100'}]",04 Jul 1957,True,96 min,Sweet Smell of Success,movie,N/A,"Clifford Odets (screenplay), Ernest Lehman (screenplay), Ernest Lehman (novel)",1957,tt0051036,8.2,"23,966"
750,"Robert Wagner, Jeffrey Hunter, Hope Lange, Agnes Moorehead",N/A,N/A,USA,06 Mar 2007,Nicholas Ray,"Action, Biography, Crime, Western",English,N/A,Biopic loosely based on the last 18 years of Jesse James' life and focused on the relationship between brothers Jesse and Frank James.,https://m.media-amazon.com/images/M/MV5BNzZiNjAxOWEtMDNmOS00NTI1LWFhZDItY2RjOWYyYTVjNmEwXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,20th Century Fox Film Corporation,Approved,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}]",01 Mar 1957,True,92 min,The True Story of Jesse James,movie,N/A,"Walter Newman (screenplay), Nunnally Johnson (earlier screenplay)",1957,tt0051114,6.3,"1,030"
751,"Kenji Sahara, Yumi Shirakawa, Momoko Kôchi, Akihiko Hirata",N/A,N/A,Japan,22 Mar 2005,Ishirô Honda,"Action, Family, Sci-Fi, Thriller","Japanese, English",N/A,"Aliens arrive on Earth and ask permission to be given a certain tract of land for their people to live on. But when they are discovered to be invaders, responsible for the giant robot that ...",https://m.media-amazon.com/images/M/MV5BYzAzZDlhY2EtNzJhYS00OTdmLTgwOGUtMDM5MDcwMzAzYmU5XkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_SX300.jpg,MGM,TV-Y7,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",15 May 1959,True,85 min,The Mysterians,movie,N/A,"Takeshi Kimura, Jôjirô Okami (story), Shigeru Kayama (story)",1957,tt0050251,6.3,"1,171"
752,"Cary Grant, Jayne Mansfield, Leif Erickson, Suzy Parker",N/A,N/A,USA,06 Jan 2004,Stanley Donen,"Comedy, Romance",English,N/A,"In 1944, three Navy pilots stationed in Hawaii and a P.R. officer go on a 4-day leave to San Francisco where they party with a good crowd in the executive suite of a busy hotel.",https://m.media-amazon.com/images/M/MV5BM2ZlNDRlNTEtNWZlMy00YzgzLWI0YmUtMWRmNjI5N2I4YzljXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,20th Century Fox Film Corporat,Approved,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]",10 Dec 1957,True,105 min,Kiss Them for Me,movie,N/A,"Julius J. Epstein (screenplay), Luther Davis (play), Frederic Wakeman (novel)",1957,tt0050599,5.8,"1,740"
753,"Gunnar Björnstrand, Bengt Ekerot, Nils Poppe, Max von Sydow",7 wins & 1 nomination.,N/A,Sweden,17 Nov 2009,Ingmar Bergman,"Drama, Fantasy","Swedish, Latin",N/A,"A man seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague.",https://m.media-amazon.com/images/M/MV5BNWE2NmMwZjgtOWYxYy00NWU0LTkzOGUtYTg4Yjk3MDFmY2IyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,Janus Films,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}]",13 Oct 1958,True,96 min,The Seventh Seal,movie,N/A,"Ingmar Bergman (play), Ingmar Bergman (screenplay)",1957,tt0050976,8.2,"141,758"
754,"Tatyana Samoylova, Aleksey Batalov, Vasiliy Merkurev, Aleksandr Shvorin",Nominated for 2 BAFTA Film Awards. Another 4 wins.,N/A,Soviet Union,13 Aug 2002,Mikhail Kalatozov,"Drama, Romance, War",Russian,N/A,"Veronica plans a rendezvous with her lover, Boris, at the bank of river, only for him to be drafted into World War II shortly thereafter.",https://m.media-amazon.com/images/M/MV5BMTU4MTMzNDA4NV5BMl5BanBnXkFtZTgwMTcyMTM2MTE@._V1_SX300.jpg,Warner Bros. Pictures,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}]",21 Mar 1960,True,95 min,The Cranes Are Flying,movie,N/A,"Viktor Rozov (play), Viktor Rozov (screenplay)",1957,tt0050634,8.3,"12,717"
755,"Deborah Kerr, Robert Mitchum",Nominated for 2 Oscars. Another 1 win & 5 nominations.,N/A,"USA, UK",20 May 2003,John Huston,"Action, Adventure, Drama, War","English, Japanese",N/A,A marine and a nun form an unlikely friendship. The marine is shipwrecked on a Pacific island and the nun has been left behind there; they find comfort in one another as the two wait out the war.,https://m.media-amazon.com/images/M/MV5BZjRmYTIwMGYtZWZmYy00MjY5LTkzOTgtMGQwMDdhMTdhMjEwXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,Fox,Approved,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}]",13 Mar 1957,True,108 min,"Heaven Knows, Mr. Allison",movie,N/A,"John Lee Mahin (screenplay), John Huston (screenplay), Charles Shaw (novel)",1957,tt0050490,7.4,"7,110"
756,"Audrey Hepburn, Fred Astaire, Kay Thompson, Michel Auclair",Nominated for 4 Oscars. Another 2 wins & 6 nominations.,N/A,USA,10 Apr 2001,Stanley Donen,"Comedy, Musical, Romance","English, French",N/A,An impromptu fashion shoot at a book store brings about a new fashion model discovery in the shop clerk.,https://m.media-amazon.com/images/M/MV5BYzJkZmY2MGUtNjdlMy00ODVmLTliZjEtNTFjZGRhNTY0MWI1XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,Paramount Pictures,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}]",13 Feb 1957,True,103 min,Funny Face,movie,N/A,Leonard Gershe,1957,tt0050419,7.1,"23,282"
757,"Douglas Campbell, Eleanor Stuart, Robert Goodier, William Hutt",N/A,N/A,Canada,11 Jun 2002,"Tyrone Guthrie, Abraham Polonsky",Drama,English,N/A,The land ruled by King Oedipus is plagued by ill-fortune and the people are promised relief by the gods if the slayer of the former king is apprehended and punished. This does not bode well...,https://images-na.ssl-images-amazon.com/images/M/MV5BMjEyMjMyNDg5OV5BMl5BanBnXkFtZTcwNTg2MjIyMQ@@._V1_SX300.jpg,N/A,APPROVED,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",06 Jan 1957,True,87 min,Oedipus Rex,movie,N/A,"Sophocles (play), E.F. Watling (additional dialogue), William Butler Yeats (English translation)",1957,tt0050792,6.7,204
758,"Victor Sjöström, Bibi Andersson, Ingrid Thulin, Gunnar Björnstrand",Nominated for 1 Oscar. Another 16 wins & 2 nominations.,N/A,Sweden,12 Feb 2002,Ingmar Bergman,"Drama, Romance","Swedish, Latin",N/A,"After living a life marked by coldness, an aging professor is forced to confront the emptiness of his existence.",https://m.media-amazon.com/images/M/MV5BZTJjY2RjMjEtMmRkNy00MTI2LTk1YzUtYzQwMzViZDJjNmNjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,Janus Films,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}]",22 Jun 1959,True,91 min,Wild Strawberries,movie,N/A,Ingmar Bergman,1957,tt0050986,8.2,"82,775"
759,"Rita Hayworth, Robert Mitchum, Jack Lemmon, Herbert Lom",N/A,N/A,"UK, USA",10 Feb 2004,Robert Parrish,"Adventure, Drama",English,N/A,The friendship between two tramp boat owners is threatened by the arrival of a beautiful and seductive passenger.,https://m.media-amazon.com/images/M/MV5BYTFkODQ2YzItYzRhZi00Y2JhLTgwOGUtMzliOTJiNWFkMzIwXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_SX300.jpg,Sony Pictures Entertainment,NOT RATED,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",14 Jun 1957,True,116 min,Fire Down Below,movie,N/A,"Irwin Shaw (screenplay), Max Catto (novel)",1957,tt0050397,6.1,"1,151"
